numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,class
0.427367,0.10245,0.281391,0.342203,0.496629,0.258262,0.102691,0.471258,0.715472,0.955206,-1
0.101364,0.612478,0.639568,0.567818,0.985224,0.30393,0.014486,0.442311,0.291902,0.156334,-1
0.977954,0.847254,0.381369,0.853827,0.550682,0.966914,0.139583,0.324195,0.721093,0.637377,-1
0.169796,0.503746,0.285721,0.952298,0.557602,0.126929,0.619754,0.698156,0.261638,0.881913,-1
0.72114,0.818136,0.803918,0.090712,0.196842,0.749285,0.212106,0.79611,0.341339,0.529314,-1
0.100586,0.767482,0.095073,0.027467,0.368044,0.473769,0.464584,0.518108,0.236295,0.514244,-1
0.936187,0.086183,0.258466,0.346315,0.521556,0.030499,0.484161,0.404527,0.336226,0.513737,1
0.185107,0.866042,0.030995,0.197394,0.416796,0.385249,0.971411,0.495356,0.220017,0.093807,-1
0.791942,0.381547,0.450684,0.042298,0.839151,0.395127,0.067231,0.045806,0.062141,0.600958,-1
0.201898,0.588094,0.108706,0.783555,0.495541,0.037741,0.742107,0.079531,0.985194,0.934412,1
0.206048,0.58651,0.29941,0.514631,0.834406,0.225768,0.038495,0.963761,0.027442,0.281366,-1
0.99505,0.104567,0.697673,0.590284,0.304825,0.362585,0.426285,0.316093,0.708704,0.884685,-1
0.8649,0.60293,0.853696,0.629576,0.367724,0.177096,0.964156,0.097641,0.445523,0.140292,-1
0.273997,0.122381,0.395599,0.781579,0.326503,0.806864,0.380848,0.224358,0.620409,0.255975,-1
0.306227,0.120205,0.109225,0.228876,0.072333,0.40313,0.745383,0.215994,0.173571,0.325856,-1
0.601571,0.730954,0.152267,0.613965,0.098703,0.800298,0.120316,0.594252,0.52331,0.732418,-1
0.416383,0.580422,0.326672,0.252056,0.479386,0.632219,0.663867,0.997826,0.187914,0.043398,-1
0.252955,0.197618,0.240441,0.55939,0.912869,0.060356,0.632653,0.377337,0.0731,0.05248,1
0.925869,0.439118,0.139155,0.763658,0.794521,0.392293,0.844776,0.508594,0.29082,0.864378,-1
0.625256,0.160459,0.371197,0.372618,0.605763,0.966333,0.491807,0.274447,0.01439,0.256194,-1
0.499317,0.653073,0.701714,0.024365,0.618399,0.928134,0.977003,0.335955,0.068801,0.283132,-1
0.155724,0.390741,0.732553,0.709354,0.053882,0.863031,0.335817,0.580262,0.161748,0.828465,-1
0.810095,0.190812,0.382877,0.187326,0.85392,0.622963,0.033883,0.998824,0.228905,0.631591,-1
0.266253,0.551935,0.992906,0.984345,0.193555,0.315779,0.698316,0.834417,0.785721,0.136149,1
0.564895,0.257029,0.026643,0.174665,0.774273,0.038387,0.92216,0.123193,0.327195,0.170149,-1
0.692562,0.168523,0.354773,0.272943,0.887074,0.030955,0.381456,0.349236,0.217349,0.155305,1
0.800126,0.848861,0.622811,0.793997,0.738666,0.019765,0.452775,0.289261,0.57256,0.912054,1
0.678575,0.335132,0.569503,0.205156,0.733513,0.379776,0.539713,0.235957,0.91926,0.614848,-1
0.909589,0.219989,0.314399,0.190945,0.336525,0.678282,0.774146,0.396849,0.839167,0.509242,-1
0.919816,0.545159,0.430079,0.977919,0.982476,0.218009,0.406731,0.134304,0.987227,0.343995,-1
0.781916,0.81777,0.042957,0.301016,0.816156,0.456571,0.436896,0.869677,0.252348,0.329291,-1
0.824204,0.397975,0.646835,0.819389,0.049819,0.980406,0.141313,0.464533,0.043173,0.803274,-1
0.12638,0.279124,0.78591,0.062821,0.510294,0.91145,0.568598,0.023977,0.725391,0.686162,-1
0.624457,0.854889,0.179838,0.478265,0.756481,0.846021,0.593855,0.666586,0.758888,0.502499,-1
0.547199,0.122673,0.274644,0.784525,0.608677,0.30535,0.227885,0.463036,0.618648,0.051662,-1
0.1234,0.156457,0.051895,0.58169,0.314858,0.119227,0.900977,0.567731,0.809352,0.263972,-1
0.189096,0.857596,0.297831,0.216527,0.046711,0.587289,0.879368,0.426676,0.267577,0.970084,-1
0.381757,0.487343,0.397595,0.007017,0.271746,0.851117,0.703776,0.72809,0.895303,0.075358,-1
0.820854,0.343969,0.191619,0.575775,0.479495,0.86473,0.084124,0.623255,0.482768,0.325203,-1
0.467617,0.979833,0.016469,0.745738,0.082675,0.137108,0.454106,0.352709,0.596828,0.594009,-1
0.048787,0.38484,0.896571,0.990725,0.291931,0.019433,0.935074,0.201733,0.262717,0.56686,1
0.477549,0.683234,0.992315,0.102156,0.739552,0.468958,0.723451,0.129335,0.223039,0.213174,-1
0.958503,0.70704,0.020861,0.59086,0.35831,0.703416,0.482401,0.182395,0.879042,0.493582,-1
0.41144,0.693746,0.015939,0.464843,0.901833,0.993027,0.660422,0.152801,0.507469,0.980415,-1
0.871018,0.695768,0.690006,0.750813,0.808744,0.565401,0.391234,0.857277,0.19403,0.208221,-1
0.136438,0.738086,0.904967,0.315719,0.29102,0.531508,0.755607,0.929972,0.964646,0.56966,-1
0.068237,0.487221,0.58554,0.816506,0.38499,0.203614,0.352115,0.394934,0.551862,0.915339,-1
0.609937,0.133954,0.452138,0.599599,0.699097,0.759476,0.866434,0.323423,0.970395,0.950745,-1
0.293006,0.294045,0.478286,0.989373,0.074655,0.017593,0.324389,0.139082,0.847541,0.312086,1
0.7474,0.211627,0.152373,0.066271,0.833599,0.997995,0.029907,0.18753,0.156688,0.373886,-1
0.560385,0.140175,0.746527,0.924593,0.600482,0.83963,0.533412,0.876779,0.421518,0.438557,-1
0.817843,0.97331,0.559163,0.717732,0.375318,0.682142,0.947528,0.377457,0.521495,0.791435,-1
0.329496,0.514593,0.83514,0.01042,0.010348,0.965774,0.264608,0.669199,0.25317,0.99914,-1
0.028157,0.99052,0.00222,0.044917,0.059219,0.692718,0.164413,0.769458,0.744849,0.875399,-1
0.379225,0.817822,0.35885,0.238049,0.063807,0.976786,0.900669,0.686672,0.53277,0.343122,-1
0.016986,0.29466,0.161063,0.321303,0.304964,0.401508,0.883539,0.920244,0.574462,0.356587,-1
0.806285,0.870486,0.581092,0.045115,0.342448,0.541221,0.3328,0.869556,0.079256,0.500815,-1
0.319741,0.302082,0.533141,0.834994,0.920528,0.472367,0.056271,0.013619,0.797503,0.509856,-1
0.420551,0.179985,0.309514,0.52079,0.024053,0.225827,0.842725,0.147647,0.240054,0.910734,-1
0.48834,0.632296,0.160291,0.586428,0.680664,0.184041,0.871761,0.794365,0.249753,0.239867,-1
0.450309,0.119392,0.83999,0.896584,0.054464,0.20267,0.799218,0.393186,0.859424,0.743865,-1
0.452653,0.026648,0.083776,0.655596,0.141613,0.295487,0.030503,0.27239,0.529159,0.382832,-1
0.888996,0.661908,0.45309,0.314337,0.026265,0.637957,0.041274,0.256199,0.633223,0.032816,-1
0.895138,0.454641,0.885848,0.150656,0.894202,0.26062,0.231264,0.094347,0.577871,0.53215,-1
0.01518,0.834706,0.120249,0.46151,0.429853,0.474232,0.629586,0.535743,0.680681,0.146654,-1
0.876022,0.906234,0.344715,0.389108,0.579611,0.91678,0.125833,0.625522,0.075189,0.91947,-1
0.599021,0.607803,0.511472,0.793794,0.080137,0.275671,0.738817,0.776807,0.457739,0.516485,-1
0.69343,0.31081,0.680003,0.733186,0.395351,0.619854,0.602441,0.961466,0.643389,0.637572,-1
0.071098,0.516543,0.112224,0.726152,0.441072,0.795431,0.835234,0.349959,0.211675,0.912345,-1
0.991171,0.497161,0.097228,0.302885,0.503616,0.178862,0.646433,0.29692,0.209244,0.777612,-1
0.473473,0.930581,0.254212,0.365825,0.270417,0.944537,0.937583,0.369491,0.033216,0.998736,-1
0.436507,0.113707,0.352511,0.623054,0.719955,0.853955,0.19569,0.318794,0.486111,0.870658,-1
0.338036,0.527747,0.143114,0.084446,0.48856,0.893523,0.693655,0.435698,0.199999,0.354124,-1
0.880993,0.964292,0.852695,0.125238,0.107295,0.124158,0.358514,0.560496,0.444767,0.372071,-1
0.743623,0.207919,0.525845,0.481293,0.437937,0.121086,0.220826,0.348029,0.924217,0.629003,-1
0.789589,0.282315,0.381231,0.320461,0.628676,0.904816,0.093133,0.956649,0.825783,0.807165,-1
0.691105,0.390063,0.480805,0.075847,0.743536,0.338238,0.155895,0.628269,0.81746,0.037625,-1
0.876553,0.064536,0.896637,0.385896,0.821606,0.399585,0.960656,0.170256,0.211996,0.607719,-1
0.604581,0.37483,0.9366,0.385211,0.810153,0.36196,0.137907,0.916521,0.36722,0.930239,-1
0.321181,0.715833,0.988042,0.866395,0.547792,0.807957,0.857288,0.628607,0.926753,0.611308,-1
0.217003,0.225636,0.928053,0.890557,0.59852,0.189128,0.007174,0.057643,0.482219,0.775719,-1
0.652308,0.917281,0.491251,0.181076,0.244039,0.676667,0.706784,0.599771,0.05189,0.669017,-1
0.330011,0.42288,0.282908,0.776675,0.710126,0.729479,0.344561,0.981934,0.707657,0.49869,-1
0.387517,0.822318,0.468983,0.645703,0.753475,0.781985,0.950578,0.06822,0.168999,0.812025,-1
0.950458,0.37899,0.39842,0.239819,0.979491,0.895646,0.597152,0.301242,0.036699,0.760799,-1
0.791366,0.409411,0.240368,0.77334,0.750776,0.05976,0.310708,0.626193,0.018353,0.963666,1
0.10003,0.766219,0.014123,0.601422,0.722838,0.018791,0.939754,0.890295,0.350921,0.452498,1
0.676478,0.074486,0.407495,0.698764,0.99094,0.261236,0.719619,0.086619,0.141913,0.250926,-1
0.169576,0.504647,0.415372,0.438906,0.523587,0.860143,0.206237,0.60295,0.410178,0.369752,-1
0.012175,0.332557,0.870723,0.686386,0.10818,0.705023,0.511112,0.043971,0.730187,0.56803,-1
0.046218,0.184575,0.311838,0.449668,0.947744,0.821737,0.690554,0.684179,0.981266,0.789315,-1
0.22741,0.815332,0.649702,0.826935,0.469872,0.719247,0.94815,0.161135,0.327264,0.174593,-1
0.378979,0.655535,0.72593,0.800479,0.876245,0.323909,0.364352,0.380998,0.144964,0.426742,-1
0.498063,0.600247,0.933456,0.204923,0.65002,0.122802,0.925925,0.543424,0.764165,0.771981,-1
0.267633,0.503368,0.59823,0.2819,0.216482,0.71262,0.086389,0.729167,0.052489,0.063054,-1
0.993236,0.286224,0.17061,0.026901,0.427553,0.380715,0.232555,0.175105,0.687741,0.693893,-1
0.359674,0.157351,0.470297,0.685964,0.611699,0.48644,0.688559,0.497396,0.415068,0.958979,-1
0.021024,0.142608,0.17975,0.439797,0.836834,0.886082,0.07495,0.03932,0.33064,0.570827,-1
0.821739,0.421104,0.539818,0.455252,0.404634,0.091007,0.41414,0.806903,0.804316,0.039962,1
0.261268,0.100121,0.210151,0.039112,0.701064,0.169603,0.683844,0.219027,0.727473,0.082938,-1
0.914523,0.304021,0.598858,0.812608,0.53073,0.018074,0.05595,0.011548,0.416269,0.730628,1
0.801165,0.32627,0.614499,0.368524,0.263846,0.717664,0.699689,0.984634,0.423085,0.201982,-1
0.944158,0.144205,0.86306,0.273152,0.216443,0.466731,0.295431,0.022435,0.30838,0.244152,-1
0.499136,0.632585,0.307966,0.045447,0.000009,0.491048,0.710033,0.613197,0.840949,0.64037,-1
0.188245,0.159437,0.477964,0.66386,0.339587,0.376154,0.178209,0.390713,0.256492,0.090003,-1
0.293212,0.997139,0.481933,0.511369,0.433828,0.178713,0.759242,0.45462,0.882988,0.074027,-1
0.001145,0.739423,0.548171,0.530861,0.07141,0.222258,0.377564,0.12347,0.297718,0.552756,-1
0.442228,0.053227,0.115836,0.801262,0.82113,0.694728,0.8828,0.562012,0.01673,0.085617,-1
0.690851,0.000597,0.875904,0.100751,0.963972,0.584871,0.894253,0.399981,0.725394,0.915222,-1
0.341486,0.493688,0.687085,0.153159,0.861327,0.431352,0.731207,0.036374,0.071489,0.685825,-1
0.928704,0.364009,0.217598,0.779594,0.971652,0.137553,0.119475,0.079221,0.783673,0.250859,-1
0.489055,0.970255,0.116669,0.736982,0.196241,0.317334,0.142346,0.100075,0.212367,0.712781,-1
0.403405,0.187329,0.770463,0.521912,0.00201,0.388957,0.747361,0.144402,0.572062,0.69346,-1
0.394759,0.228427,0.407026,0.270947,0.324659,0.797943,0.096473,0.809023,0.089173,0.383342,-1
0.162231,0.783774,0.785526,0.281859,0.478952,0.212626,0.864129,0.016486,0.714121,0.206367,-1
0.720939,0.910777,0.628952,0.814402,0.714881,0.451825,0.844353,0.240268,0.966925,0.774808,-1
0.595038,0.493742,0.669495,0.169896,0.070095,0.941368,0.663191,0.985931,0.169747,0.018964,-1
0.722384,0.685199,0.895753,0.57772,0.332073,0.089714,0.136822,0.949717,0.735434,0.051833,1
0.310615,0.839225,0.684852,0.880671,0.180384,0.572895,0.638758,0.860629,0.176928,0.07496,-1
0.112447,0.109514,0.725563,0.17283,0.513093,0.841099,0.402954,0.483946,0.067529,0.820601,-1
0.230105,0.186568,0.385892,0.431452,0.045529,0.435116,0.795092,0.307848,0.696515,0.044991,-1
0.823118,0.929973,0.736662,0.342287,0.118493,0.927396,0.42424,0.750569,0.648802,0.091048,-1
0.078688,0.769896,0.238011,0.255308,0.271439,0.492535,0.37436,0.279103,0.902536,0.695301,-1
0.748954,0.328577,0.945867,0.850249,0.169734,0.54375,0.533614,0.103408,0.336329,0.957731,1
0.094401,0.385542,0.458365,0.229424,0.459859,0.339422,0.853128,0.349313,0.210747,0.674818,-1
0.46804,0.982774,0.046481,0.895498,0.739245,0.526515,0.630851,0.081694,0.319643,0.271113,-1
0.191924,0.55707,0.988068,0.286256,0.135547,0.820961,0.485839,0.775188,0.069589,0.084637,1
0.117762,0.68097,0.929982,0.114653,0.70172,0.269567,0.349836,0.856801,0.854292,0.263405,-1
0.019334,0.490988,0.659456,0.853911,0.54681,0.150321,0.4832,0.582696,0.250371,0.526986,-1
0.068967,0.648421,0.384605,0.982977,0.077182,0.670005,0.538363,0.58552,0.916652,0.316742,-1
0.327317,0.695015,0.056486,0.502002,0.048903,0.347606,0.004218,0.029592,0.667505,0.694969,-1
0.789168,0.680474,0.354137,0.190695,0.09962,0.732421,0.81759,0.045622,0.188233,0.816341,-1
0.83297,0.713755,0.282162,0.830353,0.69873,0.815901,0.512696,0.356359,0.834748,0.959922,-1
0.313776,0.65372,0.371704,0.374487,0.829593,0.840792,0.375961,0.13751,0.11852,0.317444,-1
0.304321,0.050911,0.84397,0.830333,0.389507,0.890147,0.702322,0.837569,0.919904,0.83993,-1
0.053893,0.990563,0.796024,0.416829,0.095001,0.61821,0.321374,0.074953,0.437484,0.072212,-1
0.916849,0.992668,0.146597,0.672207,0.335453,0.246309,0.129055,0.775527,0.998114,0.691119,-1
0.260043,0.188768,0.271539,0.390126,0.791327,0.737007,0.86552,0.358465,0.392205,0.31137,-1
0.039766,0.723617,0.640798,0.126796,0.979321,0.141341,0.905329,0.239215,0.522789,0.452538,-1
0.333276,0.595014,0.409045,0.118078,0.100923,0.015508,0.345824,0.926612,0.166612,0.555312,1
0.497483,0.834649,0.518093,0.615853,0.439474,0.568696,0.307665,0.043922,0.233482,0.796001,-1
0.328396,0.200032,0.039871,0.253469,0.000526,0.642488,0.603071,0.21355,0.409199,0.64046,-1
0.020664,0.061431,0.963039,0.202967,0.438448,0.559618,0.92761,0.690595,0.701391,0.583977,-1
0.428647,0.362864,0.534366,0.729604,0.517002,0.406579,0.526757,0.205355,0.540588,0.089104,-1
0.051438,0.862661,0.378144,0.685401,0.261361,0.037255,0.055488,0.738801,0.475911,0.121657,1
0.887,0.032849,0.594386,0.431844,0.563363,0.37522,0.655414,0.983213,0.541205,0.92455,-1
0.298799,0.249004,0.681073,0.327208,0.680243,0.838593,0.327254,0.373361,0.339592,0.303562,-1
0.926267,0.230373,0.629682,0.956224,0.840446,0.566409,0.575577,0.668296,0.228821,0.038298,-1
0.452915,0.106633,0.739597,0.685046,0.949291,0.758501,0.28684,0.742064,0.504049,0.400575,-1
0.368566,0.271016,0.309526,0.373881,0.224218,0.786373,0.500785,0.14115,0.626623,0.752097,-1
0.261014,0.12357,0.256814,0.42054,0.92626,0.740662,0.419685,0.990517,0.685818,0.910039,-1
0.324263,0.472645,0.143601,0.003031,0.274457,0.967417,0.83093,0.397701,0.894452,0.285127,-1
0.742717,0.322518,0.947506,0.966635,0.106634,0.641955,0.397702,0.800087,0.888858,0.599555,1
0.111304,0.871108,0.990151,0.304495,0.997672,0.032599,0.69248,0.924461,0.449259,0.435163,1
0.679102,0.130626,0.656038,0.420307,0.869939,0.329814,0.741785,0.645977,0.389319,0.614395,-1
0.697949,0.787571,0.21455,0.162278,0.77542,0.537498,0.441532,0.027304,0.335324,0.912471,-1
0.647538,0.874656,0.157046,0.070089,0.531474,0.23639,0.854996,0.934928,0.868425,0.28894,-1
0.365218,0.939202,0.827919,0.987462,0.428741,0.094237,0.87436,0.631168,0.620657,0.426337,1
0.793202,0.579254,0.752233,0.534284,0.867952,0.888839,0.407919,0.65559,0.870734,0.104303,-1
0.969946,0.164736,0.323111,0.291685,0.730285,0.869052,0.434063,0.682311,0.593032,0.816476,-1
0.22845,0.966573,0.429893,0.584357,0.641994,0.361787,0.367218,0.179576,0.777761,0.067329,-1
0.155152,0.747645,0.094307,0.615738,0.297743,0.26208,0.027112,0.930246,0.807462,0.245233,-1
0.432613,0.6072,0.288371,0.357879,0.288088,0.056084,0.549275,0.387271,0.28086,0.65039,1
0.101506,0.761968,0.2767,0.96931,0.70553,0.226663,0.170038,0.543247,0.596452,0.72135,-1
0.287513,0.255398,0.140485,0.826536,0.341603,0.697167,0.452836,0.359889,0.912507,0.326932,-1
0.941992,0.839533,0.57416,0.239683,0.836228,0.565375,0.074205,0.71932,0.495226,0.012226,-1
0.427926,0.515903,0.713001,0.07709,0.392612,0.966894,0.277925,0.47791,0.551513,0.664465,-1
0.771442,0.262158,0.155474,0.360165,0.95914,0.951074,0.945561,0.193793,0.156169,0.318957,-1
0.411411,0.135031,0.633563,0.186826,0.327746,0.734448,0.472859,0.895875,0.95544,0.89471,-1
0.27343,0.318551,0.993703,0.393344,0.770344,0.363695,0.226426,0.315184,0.730052,0.937088,-1
0.818386,0.385606,0.457088,0.229876,0.38599,0.434927,0.867003,0.024699,0.292407,0.869868,-1
0.359083,0.433038,0.098404,0.079706,0.656981,0.107121,0.737874,0.162777,0.376193,0.505902,-1
0.781011,0.223238,0.324397,0.23698,0.098268,0.758492,0.443987,0.844989,0.344689,0.334475,-1
0.865702,0.671838,0.946887,0.828955,0.758074,0.575346,0.693906,0.012309,0.529492,0.360172,-1
0.608384,0.130716,0.467986,0.748591,0.505881,0.458464,0.088428,0.598548,0.53794,0.494099,-1
0.297639,0.862541,0.058392,0.589374,0.984991,0.473286,0.352595,0.320483,0.799391,0.940731,-1
0.125768,0.837817,0.68311,0.94989,0.159268,0.763482,0.19875,0.660076,0.212576,0.945086,-1
0.807696,0.72352,0.074008,0.519802,0.036737,0.264975,0.644555,0.294479,0.904101,0.193801,-1
0.076991,0.405567,0.066959,0.256144,0.286317,0.586901,0.899556,0.177236,0.597806,0.14388,-1
0.114406,0.092431,0.905354,0.909337,0.598592,0.220513,0.475559,0.039414,0.853015,0.393929,-1
0.451866,0.496999,0.794501,0.627981,0.188326,0.465804,0.709025,0.384646,0.77397,0.739911,-1
0.828842,0.566584,0.49648,0.341624,0.347159,0.563014,0.537788,0.234727,0.681054,0.861527,-1
0.894435,0.020741,0.446656,0.838536,0.371968,0.932558,0.920176,0.345958,0.515328,0.272806,-1
0.7242,0.622826,0.506165,0.683581,0.100728,0.87795,0.383174,0.27968,0.410756,0.613347,-1
0.423007,0.729226,0.434773,0.388058,0.157029,0.823579,0.639367,0.258111,0.293082,0.942712,-1
0.822198,0.570738,0.761686,0.092695,0.450924,0.139637,0.212476,0.86872,0.571233,0.082907,-1
0.549436,0.780108,0.37495,0.766437,0.512392,0.862973,0.391262,0.362925,0.887433,0.401744,-1
0.792431,0.510309,0.660391,0.882517,0.489926,0.433284,0.31518,0.009169,0.537717,0.677737,-1
0.522762,0.727484,0.856579,0.300271,0.666684,0.723005,0.446529,0.953655,0.007589,0.7851,-1
0.064115,0.813911,0.801799,0.762742,0.80711,0.705874,0.358004,0.576745,0.171188,0.101451,-1
0.841291,0.89873,0.921536,0.888444,0.615197,0.658827,0.556877,0.937669,0.050159,0.502138,-1
0.234232,0.53224,0.020682,0.678262,0.769808,0.665299,0.763742,0.618645,0.734714,0.06104,-1
0.377377,0.633333,0.723783,0.528844,0.001142,0.741663,0.591602,0.921392,0.639004,0.640719,-1
0.821922,0.535064,0.660497,0.210867,0.224917,0.264542,0.247363,0.759462,0.84138,0.203411,-1
0.44063,0.411801,0.273706,0.668706,0.986995,0.672673,0.66064,0.81971,0.88361,0.202365,-1
0.166027,0.139968,0.376772,0.277731,0.16144,0.056342,0.182757,0.241939,0.248314,0.88008,1
0.867948,0.485785,0.887343,0.07224,0.65062,0.148945,0.681168,0.559461,0.368195,0.78132,-1
0.290998,0.455948,0.991454,0.662617,0.55859,0.083653,0.861161,0.342577,0.652111,0.625054,1
0.772739,0.234766,0.957703,0.091533,0.141078,0.773604,0.998167,0.545252,0.740264,0.727314,1
0.875978,0.67356,0.931953,0.748726,0.609928,0.882337,0.871308,0.141391,0.263012,0.04833,-1
0.910874,0.120205,0.943738,0.950396,0.310449,0.55376,0.603871,0.185726,0.404958,0.289884,1
0.052672,0.069484,0.582539,0.686366,0.761049,0.614944,0.78148,0.895582,0.838555,0.196074,-1
0.727366,0.784783,0.032057,0.905677,0.800706,0.113035,0.716884,0.939544,0.250542,0.731334,-1
0.629683,0.560738,0.450963,0.124151,0.526681,0.328001,0.035142,0.568686,0.041954,0.308396,-1
0.035483,0.552375,0.767319,0.936708,0.60863,0.859674,0.978822,0.03272,0.53055,0.915932,-1
0.494336,0.242409,0.409608,0.559157,0.862622,0.8302,0.484471,0.399735,0.45628,0.316821,-1
0.948901,0.323678,0.069312,0.930933,0.976918,0.496738,0.304618,0.22258,0.009533,0.434707,-1
0.377551,0.472653,0.408168,0.319522,0.958728,0.724927,0.280108,0.761256,0.33262,0.365886,-1
0.137754,0.63288,0.458014,0.182404,0.066132,0.437641,0.482241,0.738512,0.242095,0.908202,-1
0.88318,0.729848,0.97381,0.182172,0.691305,0.698015,0.910596,0.950419,0.178679,0.116971,-1
0.710851,0.432561,0.992557,0.3997,0.249779,0.898309,0.958384,0.815788,0.398798,0.723812,1
0.680257,0.659168,0.514962,0.648933,0.626504,0.260196,0.041441,0.984397,0.60386,0.597312,-1
0.03902,0.006984,0.395777,0.330972,0.043808,0.676481,0.86873,0.056133,0.377757,0.109833,-1
0.034968,0.449472,0.926308,0.955978,0.400936,0.773651,0.441434,0.929052,0.42772,0.89332,-1
0.628514,0.278237,0.083149,0.556187,0.631956,0.899196,0.274761,0.197358,0.047149,0.125119,-1
0.418684,0.936302,0.255286,0.974622,0.521524,0.753146,0.702799,0.779252,0.930699,0.05468,-1
0.728579,0.665133,0.343199,0.970293,0.679863,0.321256,0.753605,0.754225,0.3516,0.851221,-1
0.769246,0.61289,0.234313,0.275702,0.123698,0.124655,0.661936,0.429694,0.279412,0.174345,-1
0.713748,0.5816,0.726059,0.98589,0.643544,0.090466,0.95327,0.403882,0.68431,0.813192,1
0.104748,0.048488,0.308161,0.775297,0.005321,0.347995,0.408976,0.826828,0.593313,0.739439,-1
0.419109,0.619256,0.787679,0.520139,0.07176,0.259714,0.472671,0.931572,0.377026,0.425693,-1
0.592389,0.061939,0.392355,0.556305,0.31336,0.06488,0.537058,0.975503,0.835389,0.00919,1
0.525753,0.448131,0.709223,0.398023,0.477033,0.721457,0.454158,0.02594,0.391365,0.062834,-1
0.859529,0.378309,0.986162,0.668391,0.601083,0.219933,0.826177,0.088195,0.706588,0.36842,-1
0.793789,0.490019,0.964565,0.902693,0.206479,0.66694,0.585868,0.21817,0.307718,0.18317,1
0.299914,0.407526,0.43268,0.948096,0.595661,0.419579,0.881663,0.810215,0.00204,0.328734,-1
0.421766,0.470688,0.143318,0.833539,0.38134,0.130475,0.801995,0.795305,0.50191,0.805546,-1
0.375101,0.226356,0.068726,0.17138,0.919384,0.642376,0.353774,0.131023,0.446657,0.104447,-1
0.074044,0.04018,0.252671,0.593738,0.393041,0.668382,0.841175,0.585478,0.974967,0.526964,-1
0.439432,0.818674,0.738693,0.152652,0.192232,0.294223,0.252605,0.299788,0.868563,0.476405,-1
0.161578,0.76472,0.318377,0.521413,0.643792,0.742684,0.976492,0.111424,0.657799,0.200453,-1
0.426473,0.133881,0.659197,0.737339,0.40941,0.013011,0.541442,0.80262,0.690834,0.974261,1
0.786811,0.939207,0.883571,0.902192,0.201188,0.931407,0.665185,0.738532,0.150316,0.348865,-1
0.825675,0.559438,0.915337,0.999294,0.234484,0.569689,0.641895,0.229361,0.125376,0.256377,1
0.369774,0.846081,0.063621,0.855823,0.798984,0.670365,0.581943,0.104811,0.773402,0.379847,-1
0.750047,0.970883,0.944525,0.349881,0.8771,0.6863,0.715588,0.659619,0.137341,0.946416,-1
0.360233,0.294316,0.156094,0.575615,0.160136,0.845536,0.496768,0.312546,0.512413,0.687683,-1
0.548991,0.621329,0.220339,0.692283,0.533845,0.596495,0.599868,0.030714,0.214266,0.09683,-1
0.609614,0.511579,0.426947,0.216913,0.94341,0.200673,0.736696,0.085035,0.912276,0.779512,-1
0.354995,0.762299,0.986522,0.212645,0.961589,0.710099,0.068974,0.814477,0.221244,0.891806,-1
0.926695,0.733083,0.597394,0.079374,0.721312,0.201524,0.530211,0.346693,0.246975,0.646393,-1
0.168704,0.048933,0.310197,0.88888,0.624772,0.810722,0.667242,0.225343,0.151704,0.175908,-1
0.072443,0.132437,0.740455,0.60777,0.284769,0.706071,0.37407,0.470944,0.330157,0.71398,-1
0.583969,0.474943,0.923572,0.318478,0.011378,0.814049,0.717445,0.108934,0.392991,0.899476,1
0.962099,0.072788,0.762037,0.147105,0.238961,0.529432,0.684248,0.757687,0.158783,0.853044,-1
0.032774,0.806343,0.304844,0.018447,0.146928,0.244281,0.244984,0.618347,0.216719,0.608048,-1
0.13656,0.020812,0.388434,0.330282,0.304864,0.762587,0.396107,0.550779,0.188184,0.106879,-1
0.489545,0.237864,0.211717,0.933476,0.051632,0.247391,0.477658,0.774604,0.575975,0.670378,-1
0.640287,0.861642,0.610489,0.45013,0.972556,0.505859,0.863397,0.785844,0.424607,0.000583,-1
0.915125,0.282093,0.424881,0.502715,0.882941,0.152189,0.280887,0.028253,0.944743,0.038326,-1
0.299426,0.779523,0.844203,0.172532,0.164988,0.511053,0.371581,0.669845,0.690245,0.536527,-1
0.342803,0.718761,0.784011,0.281035,0.784,0.313862,0.369735,0.990831,0.869511,0.961722,-1
0.031521,0.327065,0.658413,0.483491,0.364897,0.090474,0.827988,0.636274,0.365963,0.25076,1
0.412083,0.78023,0.705278,0.787409,0.018151,0.229506,0.401769,0.58795,0.118828,0.242477,-1
0.237138,0.795158,0.792222,0.830384,0.232718,0.546476,0.71966,0.693387,0.648375,0.006931,-1
0.340463,0.629128,0.257057,0.961074,0.810382,0.701333,0.098729,0.999988,0.813651,0.30458,-1
0.523925,0.516158,0.338192,0.016256,0.099811,0.302023,0.23931,0.787861,0.870615,0.537254,-1
0.789307,0.595192,0.539474,0.345355,0.438741,0.140584,0.370189,0.901891,0.699652,0.580251,-1
0.995066,0.284705,0.401873,0.53592,0.858999,0.870708,0.570632,0.842329,0.730093,0.104339,-1
0.826967,0.58078,0.563629,0.88958,0.522033,0.953841,0.018822,0.690364,0.782221,0.46741,-1
0.096794,0.663529,0.264071,0.703742,0.693364,0.793945,0.696273,0.692672,0.341728,0.0532,-1
0.220628,0.518141,0.057752,0.06125,0.134672,0.333294,0.994598,0.594701,0.885702,0.399758,-1
0.56356,0.555869,0.069319,0.115374,0.784456,0.693565,0.745103,0.249536,0.891591,0.449517,-1
