attrib1,attrib2,attrib3,class
7.223057,6.240554,9.963367,1
0.804884,7.947309,1.418231,1
4.630107,2.92496,5.713931,-1
5.223537,7.723329,1.031376,1
9.846478,9.235511,2.010149,1
7.192615,0.056113,2.580034,-1
6.087948,8.430295,8.00839,1
8.99288,0.578758,5.158849,-1
3.348135,3.135994,4.528031,-1
0.758206,5.38982,9.325544,1
5.056531,5.686037,7.122861,1
3.71663,4.636152,6.607458,1
4.211971,9.631666,7.893294,1
9.382332,2.567714,2.586041,1
0.196911,8.003592,2.734503,1
6.871042,9.560695,2.453516,1
9.2721,1.261915,8.615489,1
6.38441,2.968525,8.104088,1
2.590703,3.607129,5.537913,-1
0.792201,4.948687,9.001474,-1
2.488853,3.418354,0.000234,1
2.197871,9.576973,7.489987,-1
6.235668,2.585741,4.842602,1
7.250948,8.462761,7.643,1
4.718683,5.935475,3.688155,1
4.279956,5.502778,8.590998,1
8.471484,1.18861,6.232433,1
5.12482,4.69687,0.206235,1
1.990957,1.460242,0.494015,-1
1.120057,4.828295,8.844452,-1
8.494362,1.349102,0.241053,-1
2.871665,2.694843,5.775574,-1
8.964965,0.034779,7.591947,1
2.432148,8.749674,8.033941,1
7.826331,2.826289,7.430726,1
1.543296,9.854266,9.095745,1
4.399202,2.340582,2.09384,-1
0.861681,7.420754,6.043311,1
7.58495,6.93938,4.489551,1
5.256627,2.208384,6.060216,-1
5.256907,9.488203,6.739365,1
1.47924,8.240845,5.761533,1
4.521157,0.801585,2.259463,-1
6.209907,4.591446,3.29993,1
2.225422,6.587269,3.642584,1
5.114997,9.517746,8.156309,1
4.269716,1.588638,2.09352,-1
4.057394,8.225139,4.629873,1
7.264516,4.43596,4.800151,1
4.320675,1.175245,3.09819,-1
4.145039,2.650837,6.078966,-1
2.520262,0.051622,6.892309,-1
9.736344,7.208186,9.931991,1
6.009658,2.368223,6.141333,1
4.515304,9.236915,8.758799,-1
4.016694,5.387427,5.590061,1
1.716995,0.016229,0.863082,-1
0.169651,7.14523,3.981841,-1
2.544017,6.878284,9.689663,1
9.560673,8.855851,7.382762,1
1.350119,4.555557,8.32429,-1
7.483664,0.503703,3.518806,-1
2.488271,1.811582,3.981808,-1
1.646413,4.216049,1.994355,-1
0.274191,1.909824,9.104738,-1
1.220336,6.881404,5.604281,1
5.218639,0.518256,0.715671,-1
1.961819,0.756204,2.040714,-1
3.027541,2.064407,4.87501,-1
6.818718,4.10223,1.922674,1
5.952312,5.948286,0.500755,1
9.936864,6.93587,1.640247,1
2.294209,0.146514,5.760828,-1
0.619603,7.547424,4.692738,1
2.987752,6.28067,4.461573,1
7.926981,3.497878,6.04476,1
9.377394,0.12313,2.515291,1
2.077742,0.574851,4.710076,-1
3.458931,9.259638,8.471358,1
1.571885,1.340383,6.768331,-1
8.448045,0.232754,7.642933,1
9.388237,8.399157,4.787586,1
1.59648,0.929894,1.720117,-1
1.090047,0.0313,3.362982,-1
1.080107,8.234542,3.392979,1
0.106088,8.432197,7.016827,1
4.842492,2.767546,5.755939,1
9.220019,2.415423,1.874708,1
3.110628,3.404706,9.578295,1
7.329173,1.843282,3.044943,1
7.409184,0.150599,4.377705,-1
1.67296,8.732848,5.613885,1
3.806166,0.713709,6.700337,-1
0.119354,9.428163,4.288439,-1
5.837208,8.312359,1.42762,1
5.505235,9.928499,9.910969,1
1.123669,7.742105,5.972544,1
8.790352,2.08864,1.704237,1
7.978609,8.445193,0.22116,1
3.164222,7.247916,4.4411,-1
1.065509,8.444203,2.232205,1
1.699503,8.854652,3.396498,1
4.127786,6.636774,7.491779,1
5.231341,2.114063,4.148051,-1
1.879227,8.997622,4.205011,1
8.41741,6.679327,9.409642,1
5.120301,5.585996,6.093437,1
2.429533,2.962588,9.155695,-1
9.371377,8.67736,8.521957,1
3.257349,8.675798,0.967752,1
7.827063,3.414685,3.914773,1
8.342448,0.946347,0.919747,1
0.713923,4.303064,4.763549,-1
4.736459,5.23174,1.060608,1
9.146782,3.811282,3.477545,1
3.792579,3.940293,3.558149,1
4.736886,6.509474,2.693623,1
7.693261,3.942034,2.508391,1
8.243128,6.754974,4.32536,1
3.947563,3.290249,7.338557,-1
4.332246,3.407851,4.910565,-1
0.549811,4.668478,1.790558,-1
6.128845,2.307864,2.707109,1
1.188464,3.427397,3.947734,-1
4.844818,5.509775,7.147061,-1
6.099302,9.613837,3.298544,1
6.855053,0.657441,4.217122,-1
3.520561,4.457032,7.891062,-1
3.393417,0.786868,9.244188,-1
8.707575,1.150221,1.034129,1
5.451741,7.563894,1.308646,1
6.994197,8.73673,4.360259,1
1.240926,0.997416,5.859073,-1
7.894828,2.551911,7.862111,1
1.660513,4.532905,0.13058,-1
5.107513,6.365503,4.571937,1
1.499774,7.823942,1.778316,-1
9.835637,5.752382,6.442182,1
2.521896,9.904079,8.474748,1
1.580133,1.460667,5.045845,-1
0.598292,7.678599,0.43688,1
6.773898,1.995045,9.084624,1
0.49019,9.221724,7.131614,1
0.03155,1.620577,6.90517,-1
5.615687,7.333807,0.112513,1
5.055586,3.716565,4.640118,1
1.25521,7.935523,1.349039,1
4.003201,0.545427,6.106575,-1
3.485047,3.755334,3.101391,-1
6.266687,1.348829,0.756901,-1
8.503021,4.954762,2.928136,-1
9.18113,7.37004,0.828017,-1
8.424493,2.92959,2.897513,1
1.624779,5.827544,6.49888,-1
2.940877,3.735909,9.672868,-1
1.577206,2.775852,0.059595,-1
3.140044,6.205255,0.506194,1
6.578413,4.547852,8.464854,1
3.882979,6.398119,0.179915,1
7.500788,8.786595,8.977667,1
8.296989,3.174463,7.124334,1
2.754754,5.124684,8.69933,-1
2.22503,2.406783,3.400386,1
4.307455,6.675005,4.874429,1
5.520808,6.707262,8.714255,1
5.668114,1.630977,3.325869,1
9.752218,4.307659,3.956793,1
2.774162,1.446138,9.42255,-1
7.398512,5.075276,1.774796,1
4.633832,2.752433,0.919548,-1
7.296443,0.093181,3.132776,-1
9.366398,5.715475,2.753981,1
5.335393,4.650695,5.757774,1
2.265957,0.483737,1.089764,-1
1.49705,2.391686,8.888468,-1
8.197266,4.734529,5.319677,1
3.002663,3.282604,9.068485,-1
3.884792,3.287717,8.960888,-1
9.881891,4.736879,5.654027,1
0.913939,5.069418,9.586892,-1
0.904499,2.816095,3.997713,-1
6.70156,4.953835,5.577416,1
7.07238,1.739848,0.324357,1
7.585712,4.713934,4.356336,1
1.308242,0.355784,3.925973,-1
7.331093,2.352762,8.552501,-1
1.371659,3.684053,6.469829,1
1.630515,2.891857,5.59463,-1
3.522508,2.653527,9.977986,1
7.027173,3.735202,0.322709,-1
3.40683,3.623639,5.784997,-1
7.342765,4.616178,4.148949,1
6.971992,9.633186,6.340368,1
3.0252,7.73009,2.435309,1
4.296087,1.809153,8.057752,1
4.333002,2.336926,9.229904,-1
4.495832,9.609815,4.635342,1
2.968345,9.543015,5.613544,1
4.774976,4.608609,7.1368,1
0.535828,4.304339,8.023832,-1
5.17323,5.617046,0.10905,1
7.010147,9.542119,4.625301,1
3.461934,3.045311,6.531068,-1
4.98296,4.149257,3.853659,-1
5.234255,4.668938,1.579485,1
8.721091,4.166522,9.895244,1
8.934697,5.740684,0.259865,1
5.587163,6.655169,4.79404,1
6.317507,7.338899,4.824689,1
4.240532,5.341018,0.492294,-1
8.332724,7.127622,0.600165,1
2.273672,1.752824,0.12617,-1
2.655691,6.170227,5.698967,1
7.538336,1.988479,4.704723,1
3.94685,0.078752,7.503975,-1
5.180331,8.863746,6.273463,1
6.464909,7.915737,6.159423,1
4.48175,2.175149,9.464183,-1
7.700127,1.959138,5.08468,1
3.796898,1.277117,6.393396,-1
3.737076,6.056869,8.576948,1
6.409805,2.499469,0.946419,1
2.901047,0.042922,8.940749,-1
0.017076,0.158078,7.333776,-1
9.234661,8.438679,2.298345,1
4.836306,9.856658,8.777977,1
9.343838,0.30046,6.786097,1
4.542213,7.915615,4.633003,1
9.303857,6.982673,1.116885,1
7.938301,1.212302,1.401026,1
5.265531,7.932665,1.320354,1
7.030051,4.335236,5.311785,1
7.291188,6.455079,1.888186,1
9.813676,7.75046,1.747799,1
1.215276,7.462289,3.274712,1
0.17125,7.404082,0.745146,-1
8.097806,1.167864,7.38177,1
8.751679,8.196176,9.875664,-1
2.260712,9.541272,8.729049,1
2.564997,5.891886,8.514189,1
3.557819,8.611647,1.064386,1
7.565217,1.438072,2.506321,1
6.705847,4.346354,5.076489,1
5.136119,7.23631,5.131305,1
7.797665,8.545136,6.941522,1
9.463632,4.202198,1.359193,1
9.525122,2.05285,6.219221,1
7.891684,2.320956,7.443723,1
4.032824,3.520268,4.00448,-1
7.048232,5.580453,1.09994,1
4.773382,7.533616,8.864489,1
4.275733,6.5025,2.600185,1
9.989389,0.575039,6.00167,1
0.307751,6.041357,9.93896,-1
3.399169,3.355354,7.146484,-1
7.186149,2.382457,7.18509,1
5.4985,4.589894,3.027994,-1
5.46337,5.212213,8.179347,1
6.100772,5.159678,3.566192,1
6.025727,5.940547,9.672872,1
1.092511,7.13518,0.252474,1
9.118114,5.502966,2.065335,1
7.396188,0.53788,6.598776,-1
6.847427,0.830363,5.14105,-1
2.517521,3.436973,0.522839,-1
8.327115,9.545256,7.325938,1
9.048686,4.045866,2.792158,1
5.817096,0.933086,2.330171,-1
0.946427,7.100612,4.731145,1
4.316043,9.666042,2.017994,1
2.861979,0.662758,7.140305,-1
9.670219,4.188717,4.998499,1
8.90181,2.543556,5.925416,1
5.996192,0.143112,5.29088,-1
3.939679,9.970407,5.673127,1
9.615641,9.763218,8.153214,1
5.145169,8.633172,8.03085,1
4.986436,4.958073,4.132951,1
2.4431,6.912713,9.118568,1
7.990609,9.719018,5.431299,1
9.317674,1.076351,6.616447,1
0.353312,9.047954,6.097435,1
1.173871,9.06771,4.061809,1
9.868773,7.45943,3.654171,1
6.281488,2.785417,9.918695,1
2.988449,2.755037,2.491961,-1
6.790887,7.91064,5.995562,1
6.455169,0.707233,0.611096,-1
6.856989,0.211622,1.916789,-1
3.693734,2.100443,4.068511,-1
7.826759,4.13473,7.112221,1
9.378152,2.015282,0.377075,1
3.020835,3.800207,2.84088,-1
8.34413,0.693532,3.355948,1
3.922256,7.394313,5.564705,1
7.534479,5.62262,9.099302,1
2.257714,3.930003,4.377262,-1
8.61972,8.288299,3.390201,1
8.717644,5.101917,4.493605,1
2.806124,4.662039,2.069472,-1
4.373121,1.449857,8.896785,1
8.884893,1.180283,8.641728,1
6.840028,5.500593,0.502862,1
1.310304,6.561879,8.132884,-1
9.998039,8.051898,2.253794,1
2.955032,7.492672,7.808442,1
1.46251,8.092286,6.927582,1
0.650845,9.202462,9.88384,1
9.664845,4.909191,4.654697,1
8.309622,6.83629,0.196358,1
8.384627,1.673497,6.482274,1
5.411358,3.690969,1.693533,1
5.716993,4.278312,1.443936,1
7.334178,6.472089,3.47969,1
0.738116,2.345632,7.356348,-1
6.589452,7.18161,3.163378,1
2.536515,3.994716,6.66045,-1
3.419443,1.802305,4.516021,-1
2.845669,2.657714,3.030065,-1
1.255804,7.133263,3.064267,1
8.33034,7.183581,4.23308,1
5.201232,6.331969,0.857926,1
4.884428,8.825961,7.856336,1
6.090578,5.875511,9.900018,1
9.800001,2.127503,0.656256,1
1.343088,7.959288,5.886434,1
1.606062,7.173962,1.473414,1
8.979334,5.926538,5.829454,1
8.814123,0.475609,5.958471,1
5.470594,4.073402,7.799027,1
8.060421,8.558684,6.405949,1
2.136986,4.72121,3.423174,-1
3.187735,6.09029,7.380499,1
1.05308,6.181944,2.68935,-1
5.022933,1.694815,5.64634,-1
5.585877,5.282622,1.463705,1
5.919209,4.395874,9.146381,1
7.057148,6.098062,5.799973,1
3.443668,2.66019,3.797565,-1
2.776014,2.891725,0.285982,-1
3.910458,0.549686,7.360313,-1
0.396793,4.745404,6.824807,1
4.868782,9.249413,4.559472,1
8.953685,8.432356,6.782038,1
7.058735,8.87559,7.812547,1
1.875866,2.766878,4.464104,-1
7.427024,9.625861,4.353195,1
5.030019,6.237051,8.66145,1
6.51247,0.402247,6.337253,-1
0.227786,9.944549,9.84133,1
0.962938,5.382716,1.947033,-1
4.362751,7.824855,0.588158,1
0.276334,6.996068,2.43829,-1
8.740958,0.268236,5.895013,1
1.416106,8.733691,4.659783,1
0.450912,5.767411,6.844173,-1
9.773077,1.278601,1.882402,1
1.021612,7.86245,1.446409,1
2.117523,2.279752,5.505688,-1
0.180223,2.373868,5.859672,-1
0.556575,0.420436,8.644457,-1
4.862271,9.14723,0.770484,1
6.669148,1.399095,2.284297,1
9.292386,2.247558,7.673963,1
8.350249,8.002676,0.360753,1
4.596665,1.038829,6.587114,-1
5.20378,3.637551,8.727774,1
5.248666,2.805391,1.748489,1
0.780024,2.770554,9.782601,-1
4.341709,7.880657,1.334201,1
8.646232,4.982587,1.360398,-1
2.900339,2.300971,6.855923,-1
9.497214,2.453476,1.695754,1
4.234417,9.541419,6.245827,1
7.013732,9.127241,0.506835,1
2.367745,5.959482,8.551616,1
4.35389,8.417062,5.547603,1
4.215013,4.853171,3.466787,1
0.547744,5.905488,4.057616,-1
7.486473,0.690407,1.247239,1
4.505028,6.114752,7.363371,1
0.604765,2.632538,4.488603,-1
1.648822,8.236031,2.156266,1
0.043082,1.135583,8.622027,-1
2.965206,2.832173,5.288172,-1
8.164337,2.998203,0.359066,-1
1.122325,0.969824,6.25058,-1
6.952016,1.146316,7.214121,1
4.533867,8.623294,4.711093,1
8.451008,4.850159,0.133796,1
1.411287,8.913593,8.132267,1
8.396779,7.244473,6.941208,1
9.007023,6.523939,5.951457,1
6.044626,8.212956,4.109261,-1
9.412471,7.50713,2.200037,1
7.867932,4.257226,9.133083,1
5.193128,1.839459,8.050771,-1
9.9753,8.887193,5.676133,1
1.605691,6.769595,5.590194,1
4.792258,8.641298,6.764463,1
8.019112,7.627368,0.545238,1
3.821871,5.440003,8.802171,1
8.881328,4.396857,6.738983,1
6.094966,5.516274,4.018879,1
3.615116,9.363959,4.015239,1
5.289292,7.15468,8.806504,1
9.277152,5.578923,8.928795,1
0.321808,0.062949,8.377002,-1
1.963176,8.471926,3.635963,1
3.41391,5.028704,9.302209,1
5.327094,7.098621,4.326405,1
1.841316,9.635639,0.107206,1
5.839421,4.0128,5.397146,1
8.155946,4.35401,3.010327,1
2.71946,9.548392,8.689686,1
9.838417,7.079418,2.563281,1
9.318596,8.876556,5.723125,1
5.254517,6.647856,4.103482,1
7.141886,0.633515,2.387764,-1
8.207664,8.695699,5.003404,-1
1.084807,0.537667,4.10447,-1
6.547382,4.760266,3.307403,1
2.580425,2.183494,9.579847,-1
5.684165,7.89254,4.894037,1
2.838261,3.542548,8.340289,-1
8.169088,8.616719,8.128972,1
2.809753,4.928266,1.605476,-1
7.458786,1.588353,2.729141,1
2.932735,7.841944,9.970684,-1
2.27992,0.233237,1.213785,-1
6.573414,5.666032,9.972771,1
8.675671,5.176909,2.374899,1
0.345008,2.721168,6.430281,-1
1.355321,7.054732,2.357137,1
9.063964,7.101992,8.254322,1
9.387864,0.543955,8.657257,1
5.581398,4.092932,7.948568,1
2.161315,8.224579,9.461214,1
8.173201,8.413205,5.01933,1
9.252783,2.956532,0.377404,1
8.177785,4.327155,3.926882,1
1.904879,1.720964,1.578154,-1
3.836546,5.128854,3.295808,1
7.204116,7.298969,6.920636,1
6.151388,9.468739,1.69518,1
4.696511,3.239085,1.902323,1
5.230873,6.936038,7.462264,1
6.979895,3.247171,5.08772,1
0.812572,1.850788,2.547583,1
8.382067,3.822528,9.443292,1
1.033487,6.850908,9.752202,-1
8.376308,6.666466,6.414188,1
1.533927,4.803695,6.721491,-1
1.447068,0.334956,7.359809,-1
7.186697,1.249743,4.398648,1
7.809996,0.368098,4.960317,1
3.786707,5.790404,2.561754,1
6.493167,5.416901,1.269767,-1
9.256842,7.543974,3.875041,1
0.804142,8.914196,8.979727,1
0.46981,0.10903,1.133752,-1
0.62575,5.312429,7.945426,-1
9.491477,0.910939,4.572522,1
5.679741,7.438343,3.85327,1
0.346202,6.883842,7.745841,-1
6.835138,0.316287,9.799745,-1
3.870449,8.155362,6.804611,1
8.566488,4.43503,6.771729,1
8.432016,4.845963,6.534611,-1
2.431566,3.242071,2.579665,-1
0.966071,1.266352,9.305308,-1
8.099556,9.621348,8.648868,1
5.214198,7.161502,4.871945,1
7.104957,2.622874,7.285995,1
1.268783,4.935799,1.785997,-1
6.309885,4.71217,5.147656,1
4.457176,1.91622,5.880586,-1
0.991928,4.923484,5.085619,-1
4.135398,6.694946,0.884504,1
4.435971,2.16825,5.22761,-1
1.544698,9.775251,0.898452,1
1.98099,1.182035,8.888011,-1
5.858915,9.478931,7.563959,1
7.092658,2.536562,2.709744,1
5.330872,9.610403,9.008449,1
6.577366,9.742161,3.310567,1
0.067375,9.510148,5.131541,1
0.554089,8.233853,8.665653,1
9.479249,0.676644,8.541093,1
3.155302,6.336216,7.411261,1
4.103404,6.160278,1.323035,-1
5.189501,1.826563,1.345843,-1
3.479001,0.217514,0.146646,-1
3.990619,3.206626,1.246426,-1
7.928898,9.76114,9.957577,1
4.396314,1.800686,6.465224,-1
6.765246,4.524506,3.100125,1
9.700957,9.395466,7.908546,1
5.997362,1.633541,4.470892,-1
2.988275,3.229978,6.275114,-1
0.552202,0.649339,5.018852,-1
8.705704,8.200001,0.075257,1
5.340084,2.431918,8.9914,-1
3.919138,4.845354,7.504454,1
3.623059,3.69608,0.304055,1
5.100895,5.211285,2.586276,-1
2.565804,8.395675,1.682113,1
9.675265,5.956152,9.20008,1
9.012614,9.271276,8.125301,1
1.443923,0.66956,6.458631,-1
8.66468,4.484118,8.826498,1
1.593012,5.117723,4.207551,-1
5.465181,2.9576,6.502626,1
1.845052,4.148621,1.819803,-1
8.367798,1.473154,7.92623,1
8.907073,8.990891,6.69974,1
9.041991,4.156587,3.453544,1
4.422594,3.104803,7.219713,-1
2.618627,4.824343,0.08474,-1
8.391016,1.577333,1.188178,1
8.174145,3.219262,8.801511,1
7.520007,1.596603,5.880775,1
0.581817,4.010383,9.697966,1
3.106772,5.989565,0.96915,1
7.787474,1.19395,4.223787,1
8.498595,2.719014,8.8345,1
6.010466,5.599026,6.332016,1
4.85026,8.642713,0.308363,1
1.436926,5.856241,3.678477,-1
7.770458,0.941775,4.21581,1
1.022086,3.957201,5.349265,-1
3.398934,7.723813,0.919076,1
2.346081,5.878563,9.314995,1
9.852672,5.751251,7.853746,1
5.046367,3.229583,0.906551,1
7.38563,7.95814,9.722216,1
6.112108,4.321494,8.25549,1
1.404463,9.648284,4.789608,1
4.398605,0.155968,5.291874,-1
6.512535,3.974864,8.495052,1
6.961244,0.204965,5.746459,-1
7.721765,4.745145,4.519666,1
7.439236,2.297929,9.933534,-1
4.568719,7.368703,3.03817,1
1.77207,2.207796,8.723548,-1
1.244415,7.747717,5.116953,1
5.283923,1.919712,5.895839,-1
3.232767,3.221549,7.85834,-1
8.664481,5.855101,8.005531,1
0.985454,2.037837,6.421597,-1
9.555468,4.777154,0.200053,1
0.555476,1.218349,4.235443,-1
0.415995,6.535525,5.426761,-1
1.093341,3.63695,9.156887,-1
7.587628,1.67136,1.153428,1
7.172179,3.363671,3.792019,1
4.042571,6.838077,6.115756,1
1.148925,0.006858,2.052371,-1
5.014579,1.174437,3.152257,-1
1.254293,3.946923,4.409841,1
1.890497,1.849406,3.809476,-1
4.391153,3.615592,0.228657,1
3.864905,5.380062,3.609664,1
7.758562,0.051473,0.353634,-1
2.94535,8.888424,5.130642,1
2.438724,6.874693,5.582234,1
6.526076,8.913049,1.052014,1
3.171995,0.261053,7.801005,-1
5.783188,4.70154,4.815017,1
3.77808,9.06531,9.532875,1
7.498413,0.384148,0.679743,-1
7.401417,0.959515,1.391516,1
2.771514,9.267579,9.216828,-1
6.338869,6.060206,4.059729,-1
3.304571,6.727545,8.293276,1
5.158353,9.890041,6.867624,1
3.470524,9.279692,7.396851,1
2.862594,8.581516,2.722651,1
8.693113,4.731288,4.280293,1
9.800826,4.548368,1.075122,1
9.479597,9.138701,3.656415,1
7.943709,7.193115,6.579019,1
4.14827,1.981025,0.028703,-1
9.49047,3.111763,9.429124,1
2.604772,3.308951,9.562795,-1
2.008689,1.713606,3.268295,-1
5.311571,6.394898,0.695556,1
4.301979,0.500086,5.060407,-1
8.668538,1.397808,7.951758,1
4.99029,7.972072,1.72073,1
1.197644,0.635607,1.595017,-1
0.896604,4.844891,5.081768,-1
4.615976,8.91151,2.820104,1
8.912495,6.253143,1.0955,1
1.852665,4.641905,3.781202,-1
0.075567,6.093522,1.319481,-1
1.957019,9.744625,2.757022,1
7.356755,8.048952,4.778455,1
1.510193,7.117003,5.750947,1
0.214651,0.152617,3.224075,-1
3.783299,5.853467,8.024073,1
2.130743,2.230086,8.150759,-1
4.33949,9.430449,7.977651,1
3.718709,8.303099,4.009483,1
0.463039,9.864411,2.589311,1
5.1747,9.061319,9.925643,1
2.893862,3.511395,0.454499,-1
3.413772,2.489328,1.090909,-1
4.096136,4.539182,8.455044,1
1.553715,2.935355,9.159096,-1
5.532667,8.007158,8.161407,1
4.623037,5.35977,4.038803,1
8.444931,0.867457,5.188221,1
7.502172,8.812059,4.557677,1
6.935836,4.417516,7.806699,1
6.678302,7.945572,7.197538,1
7.478912,3.232851,8.458471,1
4.08285,6.383728,5.887998,1
3.723149,0.852112,1.107032,-1
4.145995,3.905431,6.209528,1
6.112312,4.595776,6.996157,1
0.740376,2.409588,3.561521,-1
5.845046,5.349171,4.876829,1
4.161309,4.10793,3.534434,1
3.994506,8.293639,3.179965,1
5.478302,9.664297,6.7178,1
9.383996,1.785655,8.264065,1
7.2484,8.702161,4.973123,1
1.250217,2.05697,2.522786,-1
6.650948,8.933993,0.22039,1
0.595877,8.84314,9.399574,1
6.860862,0.949277,8.730512,-1
1.36973,7.704805,6.812006,1
0.484279,3.596364,0.242574,-1
7.173491,9.404714,1.6723,1
8.825723,1.12524,8.932123,1
4.621919,0.08309,3.335504,1
3.942008,8.883945,7.853491,1
5.917204,3.374713,7.797388,1
8.85529,3.401214,4.21699,-1
7.602326,6.858921,3.341276,1
2.920092,6.016909,1.986905,1
6.182366,9.057305,4.145484,1
1.462529,0.373943,8.253786,-1
4.12574,7.337725,0.08382,1
4.94001,5.286147,2.120936,-1
2.915038,5.817851,9.631784,1
0.854381,0.934306,6.175973,-1
6.512474,1.430439,5.045329,-1
5.44244,8.871427,7.122782,1
8.905779,6.292422,1.34766,1
6.778962,7.476742,9.132359,-1
7.378376,7.00745,8.319067,1
9.850751,9.913548,8.191525,1
2.54867,8.509236,1.425124,-1
0.681708,8.583062,7.747341,1
1.892774,5.223459,9.934582,-1
5.139484,7.063167,9.307135,1
9.196095,4.138517,7.067984,1
8.915108,6.747557,5.34482,1
1.782056,3.914125,5.911873,-1
5.53673,5.560506,9.676179,1
2.799385,6.985244,3.819907,1
5.898958,6.401449,8.594467,-1
1.389238,1.126741,9.970382,-1
6.009898,5.736479,6.434406,1
1.415394,7.667297,3.869007,1
6.013534,2.36734,8.790666,1
5.20512,6.372468,6.598328,1
3.599355,5.762533,7.372358,1
9.17742,4.158137,9.255406,1
5.316337,0.321041,2.493743,-1
6.411794,0.739598,7.212155,-1
2.710116,7.328206,8.209837,1
7.157036,0.090583,9.34006,-1
3.812232,9.220316,8.689507,1
9.16535,7.89268,0.60182,1
3.853355,4.72521,5.444896,1
2.207012,1.08254,2.741934,-1
3.603837,6.807735,8.114829,1
9.226356,2.851494,5.056424,1
1.720611,0.316731,7.998026,-1
2.243496,5.116487,3.431505,1
4.649687,7.006783,2.830934,1
9.852667,0.790808,9.381008,1
4.017061,2.541307,0.686269,-1
6.710991,3.535513,5.900874,1
6.626358,6.574307,3.598046,-1
2.921494,2.764768,6.427741,-1
6.287089,8.131525,2.38758,1
5.233076,0.457181,4.777257,-1
5.310693,4.984476,3.929349,1
0.462563,2.919925,7.345423,-1
4.616048,4.027115,6.954358,1
6.085549,7.393342,4.214028,-1
4.471358,8.904887,1.912205,1
4.171305,3.444078,0.166346,-1
0.135077,9.15672,6.336577,1
9.380986,7.234036,3.532131,1
8.206043,1.458053,9.732111,1
1.13392,0.073086,8.858707,-1
9.708968,3.698423,1.77839,1
0.312429,4.235374,9.388713,1
4.420941,7.883782,1.290696,1
2.632033,5.657776,0.929626,1
2.036458,7.170445,9.62483,1
2.900679,9.566955,5.057217,1
2.381137,7.341357,7.062602,1
0.294612,0.134417,4.015518,-1
9.093236,4.533542,5.453789,1
9.199923,1.740052,2.895427,1
7.34096,4.99489,3.295575,1
4.413575,7.645593,6.684226,1
8.824081,5.907358,1.637814,1
7.459224,7.863205,2.780588,1
3.788013,6.759665,7.450473,1
3.415556,0.76758,1.531625,-1
6.134531,4.235244,4.714241,1
2.275729,1.26051,3.072801,-1
8.117955,9.169282,0.248822,1
0.357957,5.40362,1.31291,-1
8.405659,1.71503,6.243399,1
2.115877,8.237084,9.742337,1
8.132283,9.739239,5.409576,1
2.05867,0.331261,1.627767,-1
7.287946,9.705393,3.2744,1
3.873822,7.47691,6.719941,1
3.870406,5.407358,3.896962,1
2.835446,2.42174,7.995056,-1
6.720733,4.49551,6.696414,1
9.375912,9.095281,6.702047,1
4.420861,2.549057,9.769752,-1
7.676419,1.799185,6.016325,1
4.739902,8.385564,0.179174,1
6.264179,2.219924,6.809158,1
2.694016,6.5883,8.239607,1
7.434907,2.640295,1.84192,1
3.414574,9.281632,2.11735,1
1.682163,4.213793,0.243448,-1
3.088382,0.21468,3.751885,-1
0.880426,1.737603,6.015912,1
2.398815,3.993828,3.975671,-1
5.168287,6.444565,0.852469,1
0.671436,0.003396,1.454511,1
8.278611,2.511902,7.777578,1
0.27047,8.893309,2.140362,1
0.504608,9.610777,7.055148,1
9.26961,3.116781,0.696305,-1
7.843886,0.856041,3.422466,1
7.698788,4.00239,6.24142,1
0.685061,0.905792,9.543144,-1
5.785033,0.511112,4.791125,-1
7.732638,7.361006,1.853709,1
4.146902,2.15227,4.812051,-1
6.213732,9.185742,0.49799,-1
9.412121,5.416982,9.512837,1
1.137269,9.297513,2.056469,1
7.354468,6.952693,1.957577,1
2.52088,7.347148,2.568978,1
4.21702,6.010632,0.181625,1
3.012584,3.72785,1.071172,-1
2.308729,2.104397,4.746335,-1
5.136289,1.448988,2.688691,-1
7.987987,7.32115,7.016515,1
2.619103,8.672291,0.884434,1
4.316513,9.394055,6.608415,1
1.474144,7.960871,7.956828,1
7.304468,8.166913,3.132828,1
3.600292,3.065235,8.353561,-1
2.621542,4.607024,3.902054,-1
0.592476,6.706227,9.636092,-1
0.565141,5.895462,3.346142,-1
1.013331,3.86471,2.278787,-1
5.725943,4.858875,0.718443,1
9.368856,1.51276,2.958384,-1
6.137408,1.99412,3.214355,1
4.490816,3.025533,5.577723,-1
4.095959,9.48426,6.14876,1
7.301408,0.791826,8.460469,1
9.938563,0.293059,1.633616,1
6.502071,0.855379,1.333829,-1
7.651986,0.85187,1.806112,1
7.063398,9.8473,8.32499,1
5.446472,2.015653,1.147878,-1
1.079864,0.632102,8.513457,-1
4.72367,4.236615,9.022506,-1
3.317209,7.860135,4.408006,1
3.398365,6.829233,4.00014,-1
9.047329,2.20156,4.196439,1
1.821861,4.332789,1.438123,-1
4.779789,8.498317,3.84477,1
9.022159,0.267787,9.129215,1
1.980487,6.873363,3.159414,-1
3.439679,4.011867,1.747239,-1
0.620882,0.847874,1.241664,-1
1.526319,7.360649,2.801112,1
6.227481,9.406359,5.098728,1
2.412242,1.611482,1.210938,-1
0.805382,9.827731,1.228161,1
5.441105,2.400276,9.579502,-1
6.22378,4.689445,3.284433,1
1.375191,1.202391,7.70876,-1
4.643537,4.011578,1.646332,1
2.164329,0.879178,8.824727,-1
0.134144,1.182789,3.195846,1
7.271019,4.951162,6.066171,1
